item_id1,item_id2,result
53045718-17,57073275-43,0
57050076-OR,57026007-OR,1
57064028-09,57091169-85,0
57050294-PL,57040037-99,1
51090740-72,57082506-TC,0
57010601-99,57086003-PL,1
53093739-99,57077726-94,0
57024775-01,57083795-32,1
51085029-02,53080809-OR,0
57005809-35,57053816-56,1
57002513-99,57096312-99,0
57010037-99,57050294-PL,1
57005810-95,57005937-OR,0
57072889-PL,57071176-99,1
43005802-OR,57014034-43,0
57052525-PL,57053817-01,1
57067124-02,57040365-99,0
57010603-99,57002512-99,1
53070698-08,57014427-78,0
57050294-OR,57010282-01,1
53003729-70,57065910-99,0
57014425-99,57053809-99,1
47075959-98,57027691-TO,0
57053802-TN,57053818-40,1
53103802-OR,57020012-87,0
57040278-99,57036012-99,1
57006706-99,53050624-01,0
57054406-99,57026007-OR,1
57040251-02,57046012-92,0
57074431-99,57045801-37,1
57016031-05,57005933-OR,0
57050294-PL,57040274-PL,1
57014425-99,53041096-OR,0
57010603-99,57001097-99,1
53031097-OR,57002512-80,0
57022511-PL,57002518-99,1
53075776-CG,53050943-50,0
57050294-PL,57040274-PL,1
51073736-92,57062510-99,0
57010603-99,57001097-99,1
57057758-05,57062510-02,0
57022511-PL,57002518-99,1
57042524-OR,57000345-01,0
57082889-PL,57082892-PL,1
53003778-OR,47005935-99,0
57050437-PL,57081176-PL,1
57080977-52,51035023-05,0
57052525-PL,57053821-88,1
51023731-08,57007608-36,0
57082889-PL,57082892-PL,1
51065029-30,43047042-07,0
57004056-OR,57013823-05,1
53030670-99,43025786-OR,0
57040274-PL,57082892-PL,1
47074023-01,53080809-OR,0
57001014-99,57093809-99,1
57050294-PL,47012524-OR,0
57005952-PL,53003751-99,1
57077762-99,57026018-99,0
53073715-99,57054003-99,1
57004061-PL,57064001-TN,0
57040376-OR,57040274-PL,1
51073786-02,57015550-50,0
47085855-99,57040108-99,1
57085797-85,57009102-43,0
57050294-OR,57040108-99,1
53000759-99,57002518-99,0
57012509-99,57063803-02,1
57055991-08,57000276-OR,0
57050303-01,57054015-08,1
57010603-99,57020039-TC,0
57020012-01,57050184-01,1
43027025-99,53050664-99,0
57050294-OR,57024405-TN,1
53050585-02,53073042-28,0
57050294-PL,57004433-99,1
57086003-OR,57065939-02,0
57022510-99,57047738-TS,1
57029216-99,57084034-99,0
57001502-TA,57094775-OR,1
53055766-06,57042003-TC,0
57010260-05,57054019-01,1
57037880-OR,57050107-01,0
57040459-99,57050311-07,1
57095920-OR,47058646-52,0
57004781-99,57030409-99,1
57050252-99,43025787-OR,0
57050100-05,57054024-32,1
53083780-99,67020562-OR,0
57040459-99,57050311-07,1
57094033-PL,57075968-35,0
57004781-99,57030409-99,1
57029107-99,53000885-15,0
57050100-05,57054024-70,1
53093751-79,57072003-01,0
57040459-99,57050311-07,1
51085752-32,57025801-31,0
57004781-99,57030409-99,1
57050437-OR,53080809-OR,0
57050100-05,57054024-99,1
57083802-50,57040291-TM,0
57062508-08,57005809-35,1
51013791-02,51033747-76,0
57034777-37,57054406-99,1
57027746-99,57064001-02,0
57094432-30,57054037-05,1
53070860-47,57072508-31,0
53091158-OR,57075911-99,1
57091502-OR,53043747-99,0
53021098-OR,53191158-46,1
57086313-95,57050451-OR,0
53003752-99,57054377-99,1
53040712-OR,57040079-08,0
53080809-OR,57005509-99,1
53080809-OR,57046024-99,0
53193794-OR,53050630-09,1
57046024-99,53093722-99,0
53020589-99,53071096-OR,1
57050145-08,57004769-56,0
53053794-OR,57054380-08,1
57010275-OR,57050230-01,0
53080809-OR,53080716-OR,1
57017105-99,57085795-92,0
53020884-01,53091077-30,1
57037105-99,53030963-99,0
53045776-32,57054382-02,1
53070581-28,57007696-99,0
57075781-99,53083780-99,1
53103804-OR,57052508-99,0
51005750-99,53031097-OR,1
57040251-02,57050184-99,0
53080828-OR,53005032-TU,1
57002518-99,53060518-02,0
57006707-99,57005952-PL,1
53030662-99,57050102-99,0
57042003-TC,57042510-99,1
53090592-30,53021098-OR,0
57083795-99,57083802-50,1
57010260-05,53003754-92,0
57054386-05,57064779-06,1
47024760-30,57015932-CU,0
57050294-OR,57022511-PL,1
57004787-07,57050257-99,0
57033796-99,57064396-99,1
53020607-07,57076000-09,0
57000159-52,47005949-99,1
43073737-OR,57004787-07,0
47097821-99,47055882-99,1
53081146-30,57065939-99,0
57084388-99,57001014-99,1
53053749-37,57021035-CU,0
57062892-TM,57005833-43,1
47017722-CU,57089080-31,0
57050294-PL,57083809-99,1
47016322-99,57093817-01,0
57055147-99,57023775-06,1
43065748-02,57000094-98,0
57032893-TN,57015981-01,1
51070891-37,57005907-99,0
57022520-99,57054392-91,1
47066314-OR,57004402-TO,0
57010603-99,57010037-05,1
57072001-35,57095991-43,0
57030776-99,57050230-99,1
53013756-79,57040699-14,0
57004052-PL,57013806-99,1
53020885-05,57034038-94,0
57004431-99,57085971-99,1
57050181-68,57042511-99,0
57040312-05,57050437-OR,1
53003761-OR,57030776-99,0
57052508-99,57044397-50,1
51065748-30,57033796-99,0
57020047-99,57040278-99,1
47005857-OR,53021097-OR,0
57042524-PL,47091248-31,1
57055147-99,57009129-09,0
57084034-99,57026007-OR,1
53080920-99,57083808-69,0
57040032-32,57054402-49,1
43015795-OR,53060518-02,0
57002513-99,57000276-PL,1
47057141-TN,57055930-02,0
57040278-99,57042506-32,1
57095142-99,57093818-52,0
57050271-OR,57042511-99,1
47097819-CU,57052525-PL,0
57092512-99,57094394-99,1
57050248-08,53030751-28,0
57082889-PL,57094014-05,1
53080716-OR,51050592-02,0
57072889-PL,57072509-99,1
57014034-43,57065794-99,0
57054404-68,47067110-PL,1
57066726-PL,53080778-99,0
57001097-99,57042511-99,1
57082889-PL,53003794-43,0
57092512-32,57030409-99,1
53023748-99,53003723-09,0
57002513-99,57062508-08,1
57040274-OR,53070545-07,0
57014425-99,57015138-30,1
57055147-99,57007693-91,0
57034038-94,57005809-35,1
57025939-99,53033776-OR,0
57034777-37,57054406-99,1
57040075-88,51070586-08,0
57094432-30,57063815-37,1
57057751-35,57050121-02,0
57054037-05,57095801-35,1
53060581-92,53113782-OR,0
57050294-PL,57040365-99,1
53033776-OR,53033714-06,0
47010422-02,57054407-99,1
53030602-02,57089113-99,0
57050294-PL,57095142-99,1
53193794-OR,57098272-09,0
57043797-99,57050294-OR,1
53033778-50,57044016-07,0
57002518-99,57033796-99,1
57004429-99,53045770-02,0
57053800-99,57054408-99,1
53030963-99,53070581-28,0
57050294-PL,57012509-99,1
51067019-99,57034423-99,0
57074417-99,57036013-99,1
57004788-99,53033772-08,0
57054410-05,57089122-99,1
57025981-99,51055774-37,0
57050294-PL,57025986-99,1
47074002-99,57082889-PL,0
57036012-99,47050101-99,1
57094382-99,57074763-43,0
57002542-OR,57001097-99,1
43057762-01,57056013-92,0
47092530-99,47049204-99,1
57034381-33,57022881-50,0
57040037-99,57002512-99,1
57032509-99,57085938-10,0
57042524-PL,57084425-TN,1
57015938-99,53093739-99,0
57046018-08,57054412-30,1
57050437-OR,57000265-52,0
57064411-30,57076022-08,1
53073748-05,53020589-99,0
57016023-08,57026311-43,1
67050049-PL,53003732-20,0
57050294-PL,57054415-05,1
53083780-99,57025801-05,0
57030776-99,57022511-PL,1
57007741-05,57050230-99,0
57010037-99,57002534-OR,1
57074417-99,53030691-OR,0
57042511-99,57054419-37,1
67040070-OR,53091158-OR,0
57040278-99,57024778-OR,1
57055802-96,57042896-01,0
57042524-PL,57050303-01,1
53060830-OR,57040075-88,0
57010037-99,57002534-OR,1
53050585-02,57026008-PL,0
57042511-99,57054419-37,1
57050294-PL,57040161-TC,0
57050294-PL,57043797-99,1
51030620-85,57040274-OR,0
57000367-99,57002516-99,1
47085848-TM,57040132-99,0
57054419-99,57082887-99,1
53000586-TO,53073754-OR,0
57004052-OR,57016024-08,1
53035014-99,53090586-87,0
57004410-05,57074781-TU,1
51043029-70,53003778-OR,0
57024429-05,57054422-08,1
53065733-02,57076316-CU,0
57010046-99,57050230-01,1
57030040-14,57047659-28,0
57040291-TM,57024405-TN,1
57065904-99,57002513-99,0
57050181-02,57050086-99,1
57065943-99,57057888-43,0
57051087-TM,57050230-99,1
57050230-01,57042884-46,0
57054429-02,57034430-02,1
53023736-05,53025745-99,0
57000094-98,57003276-98,1
57005975-TO,57040459-99,0
57014431-02,57044430-02,1
57065926-37,53030691-OR,0
57040158-99,57043797-99,1
53070631-08,57040108-99,0
57050294-OR,57010601-99,1
53021097-OR,57087762-30,0
57014045-PL,57082892-PL,1
53091077-30,53081158-OR,0
57055147-99,57035148-01,1
53021011-07,51043029-56,0
57094033-PL,57054434-43,1
57095786-43,53067658-08,0
57094032-99,57066021-99,1
57002514-02,47097109-52,0
57016022-35,57027746-99,1
57091502-OR,57062508-08,0
57020047-99,57050271-OR,1
57040598-99,53080749-TO,0
57042511-99,57092512-99,1
53065735-02,57072506-TC,0
53023762-99,57006705-99,1
53080809-OR,53050624-01,0
53021097-OR,57054753-99,1
53030963-99,67050049-PL,0
53091158-OR,53093047-99,1
57010037-05,57002534-OR,0
53021098-OR,53191158-46,1
57084388-99,57006707-99,0
57054754-99,57044754-99,1
47049204-99,47097109-52,0
57050094-80,57040365-99,1
57005933-OR,47004377-01,0
57030776-99,57092881-99,1
53085768-99,57000358-12,0
57029404-02,57054763-05,1
67020255-99,53050753-32,0
57023725-09,57050554-30,1
57065943-99,57031178-99,0
57044409-TO,57054763-09,1
57005529-99,57050294-PL,0
57094404-99,57094772-99,1
57094033-PL,51063707-99,0
57023725-09,57050554-30,1
57096030-99,51070891-37,0
57044409-TO,57094404-99,1
57086314-08,57021035-CU,0
57094772-99,57054763-35,1
53071028-30,53023716-99,0
57010275-OR,57001097-99,1
57064404-92,53030691-OR,0
57040251-02,57034008-05,1
57040598-99,53073754-OR,0
57004787-07,57054763-40,1
53033778-50,57006015-OR,0
57023725-09,57050554-30,1
53000578-05,53080920-99,0
57044409-TO,57094404-99,1
53043053-99,53080809-OR,0
57094772-99,57054763-43,1
53000586-TC,57028274-01,0
57050094-80,57040365-99,1
57054407-99,53003722-06,0
57030776-99,57092881-99,1
57046015-99,57002513-99,0
57029404-02,57054763-56,1
57086313-95,57026032-92,0
57023725-09,57050554-30,1
53075744-99,53003778-OR,0
57010282-01,57044409-TO,1
57036020-DI,57025805-99,0
57010040-99,57054763-65,1
57002513-99,53030963-99,0
57023725-09,57050554-30,1
57005803-05,57074782-99,0
57010282-01,57044409-TO,1
57075908-31,57076028-92,0
57010040-99,57054763-70,1
57050296-TU,57087718-05,0
57050094-80,57040365-99,1
53010616-32,57037755-01,0
57030776-99,57092881-99,1
53050829-OR,57035795-35,0
57029404-02,57054763-91,1
57096026-99,53050690-01,0
57023725-09,57050554-30,1
43095026-87,57047751-PL,0
57044409-TO,57094404-99,1
57055810-05,57014036-PL,0
57094772-99,57054763-99,1
57050086-99,57051178-OR,0
57050321-99,57040598-99,1
57002534-OR,47010422-02,0
57071168-OR,57010037-05,1
53080809-OR,57069077-92,0
57004436-CU,57054764-99,1
57064001-TM,57050336-OR,0
57022511-PL,57004780-PL,1
53030691-OR,51050904-43,0
57065799-94,57036005-PL,1
47015920-32,53050829-OR,0
57045800-94,57054767-TN,1
57040598-99,57010722-36,0
57054415-05,57000276-OR,1
57006707-99,53033037-02,0
57010037-05,57084434-05,1
53033766-OR,57024008-02,0
57004402-TO,57055810-05,1
57010275-OR,57040254-99,0
57014041-OR,57004440-14,1
53030691-OR,53023736-TN,0
57004059-OR,57044039-OR,1
57044409-TO,57050467-52,0
57064784-99,57004791-99,1
57050184-99,53050624-01,0
53080809-OR,53093739-99,1
57010037-99,57004431-78,0
57064001-37,53033779-99,1
53193794-OR,53090511-CU,0
53080809-OR,53080716-OR,1
53000591-01,53080662-99,0
53055717-99,53023772-99,1
57083797-99,57000435-43,0
57005509-99,57055130-02,1
57075782-CG,57015965-99,0
53080828-OR,53023762-99,1
57050157-TM,53020686-TM,0
57006705-99,57055132-02,1
53073715-99,53043747-99,0
53030691-OR,57065784-02,1
57094397-05,57040689-30,0
53040586-TA,57055132-99,1
57056011-99,57069088-99,0
57043797-99,57050294-OR,1
57050459-99,47039037-20,0
57094419-32,57004423-70,1
57050311-07,57040158-99,0
57073799-99,57005977-TO,1
57001142-02,57076706-99,0
57033811-99,57057730-92,1
53053793-OR,53025026-52,0
57063809-99,57055137-99,1
51035734-30,43005802-OR,0
57063262-70,57092505-32,1
43025786-OR,57066011-99,0
57040274-PL,57056013-92,1
47074023-01,57005933-OR,0
57014034-01,57055138-99,1
57064396-99,57006706-99,0
57086011-99,57022510-99,1
53070581-28,53020894-02,0
57034407-09,57055982-02,1
57086003-PL,53073754-OR,0
57002513-99,57050230-01,1
53080670-99,57005937-OR,0
57040156-99,57032879-05,1
53050576-01,57040258-99,0
57001004-99,57030776-99,1
57034776-PL,41039066-43,0
57012518-99,57004410-96,1
47046312-05,57025799-99,0
57042524-PL,57093721-09,1
51020639-12,57040460-OR,0
57064396-99,57032882-99,1
53021098-OR,57050294-PL,0
57044781-TO,57055139-99,1
57002512-99,57093253-01,0
57040376-OR,57043797-99,1
57036005-PL,57094397-05,0
57062883-99,57012510-OR,1
53090544-05,57005933-OR,0
57055144-99,57050437-OR,1
47055942-OR,57023725-09,0
57002885-99,57076019-99,1
57001004-99,57007764-99,0
57026022-PL,57097724-99,1
57062510-99,57005809-35,0
57050086-99,57043797-99,1
57087880-99,53033776-OR,0
57051087-TM,57050230-99,1
57000276-PL,53050961-11,0
57072001-01,57055147-99,1
53090751-OR,57054435-99,0
57037748-PL,57048269-37,1
57014425-99,57050184-01,0
57097752-30,57097748-OR,1
57037720-28,53093032-02,0
57004059-OR,57004792-26,1
57003276-98,57063803-02,0
57044039-OR,57064784-99,1
51070586-02,57022513-30,0
51015740-99,53023772-99,1
53065035-99,57066711-09,0
51087668-92,57037879-OR,1
57095786-30,53193794-OR,0
57057700-99,53041096-OR,1
57050078-99,53030579-79,0
57056013-92,57086011-99,1
57002513-99,53055714-06,0
57025801-05,57065786-05,1
57094772-99,43027025-99,0
57016022-35,57055786-05,1
53031097-OR,57040598-99,0
57095785-05,57085785-05,1
57030536-CU,57015974-99,0
57023725-09,57030776-99,1
57050336-PL,57068275-94,0
57010282-01,57044409-TO,1
53063023-99,53070671-TN,0
57010040-99,57055786-35,1
57010037-99,57081171-02,0
57014425-PL,57094431-DI,1
57020012-87,57084403-99,0
57085134-99,57085809-52,1
57042508-08,53050690-01,0
57085146-08,57055786-56,1
57017891-05,53003757-99,0
57014425-PL,57094431-DI,1
53083780-99,57085801-99,0
57085134-99,57085809-52,1
57051087-TM,57004052-PL,0
57085146-08,57055788-56,1
57025921-OR,53040578-01,0
57030776-99,57035965-99,1
57023809-02,57009098-91,0
57005830-05,57015974-99,1
57093810-08,57073818-65,0
57096029-99,57026727-99,1
53020884-01,53010582-TM,0
57010037-05,57065149-99,1
57038629-99,53113782-OR,0
57050006-68,57055789-76,1
57086025-99,57075782-CG,0
57030776-99,57035965-99,1
53031097-OR,53091158-OR,0
57005830-05,57015974-99,1
53030680-99,57038255-30,0
57096029-99,57026727-99,1
53093739-99,57022511-PL,0
57014425-PL,57094431-DI,1
47059203-99,41045815-45,0
57085134-99,57085809-52,1
57040076-99,57026007-OR,0
57085146-08,57055790-96,1
57065987-99,57008278-99,0
57022510-99,57052525-PL,1
57050068-88,47005949-99,0
57046027-99,57055791-99,1
47024032-CU,57035989-99,0
57014045-PL,57012511-99,1
57083802-50,43025787-OR,0
57065149-99,57045792-48,1
57043797-99,57010046-99,0
57004788-99,57012511-99,1
57092881-01,53080880-37,0
57024031-OR,57045792-99,1
57040251-02,57054384-99,0
57010006-CU,47035914-09,1
57056023-05,57055137-99,0
57002536-OR,57025794-56,1
53030691-OR,57077759-99,0
57094419-32,57092881-01,1
51080862-99,57013824-99,0
57084018-99,57093721-09,1
53091158-OR,57065939-99,0
57022511-PL,57004052-PL,1
53043747-99,53043795-OR,0
57045136-99,57055794-99,1
57050294-OR,53085740-01,0
57002513-99,57033804-DI,1
57075782-CG,53030636-07,0
57094432-30,57021179-TM,1
53050803-OR,57024777-80,0
57056013-92,57095804-99,1
57044025-99,57064411-30,0
57085801-99,57055797-94,1
57006014-PL,53020587-56,0
57056013-92,57095804-99,1
53020589-28,57058260-85,0
57085801-99,57055797-99,1
57017881-37,57004052-PL,0
57050294-OR,57072001-01,1
57050088-PL,57050271-OR,0
57004432-99,57056011-99,1
57087737-09,57055129-37,0
57016021-PL,57096026-99,1
57095919-61,53010582-TU,0
57046016-05,57050088-02,1
47037835-OR,57045145-99,0
57056013-92,57016021-PL,1
67040262-01,53025025-05,0
57016019-92,57085801-99,1
53060879-99,57075781-99,0
57065794-99,47043770-30,1
53005785-31,53033780-99,0
57050294-OR,57031178-02,1
57045791-99,53003751-99,0
57035148-01,57023818-05,1
51055028-43,57031177-05,0
57050294-OR,57084388-78,1
57094385-99,53033776-OR,0
47043770-30,57055801-08,1
57075781-99,47026304-06,0
57002513-99,57050294-OR,1
47078649-TM,67040070-OR,0
57024031-OR,57084388-78,1
57020012-01,53005032-TN,0
57014424-99,47043770-30,1
57049211-99,53090733-99,0
57055801-08,57085989-08,1
57055810-05,53015753-15,0
57020047-99,57050336-PL,1
47024024-OR,57020196-03,0
57076316-CU,57055801-37,1
53073754-OR,57005808-01,0
57067724-05,57014425-PL,1
47017722-CU,53080809-OR,0
57086003-PL,57024421-99,1
57012511-99,57002513-99,0
57094431-DI,57085809-52,1
53065024-30,57050184-01,0
57085146-08,57094427-02,1
57022511-PL,57050336-OR,0
57055802-05,57075801-01,1
57013801-99,53000625-99,0
57065802-96,57055802-96,1
57040579-32,53050829-OR,0
57016021-PL,57086313-70,1
53080716-OR,57050230-01,0
57056013-70,57085801-70,1
53040519-08,57014424-99,0
57014425-PL,57094431-DI,1
57002513-99,53073042-28,0
57085134-99,57085809-52,1
57076024-99,53030691-OR,0
57085146-08,57055804-52,1
57094431-DI,53000759-99,0
57010275-OR,57001097-99,1
57010282-94,47065143-99,0
57040251-02,57034008-05,1
51031125-15,53013061-30,0
57004787-07,57055804-TA,1
47022883-99,57087702-99,0
57050265-05,57050271-OR,1
57075781-99,51075756-99,0
57050306-02,57084028-OR,1
53020744-28,67030261-99,0
57014427-78,57055805-20,1
53030670-99,53067018-02,0
57050265-05,57050271-OR,1
53057658-99,57008278-99,0
57050306-02,57084028-OR,1
47022521-OR,53070592-08,0
57014427-78,57055805-74,1
57064001-02,57085134-99,0
57050294-PL,57050294-OR,1
53050803-OR,43019090-02,0
57055147-99,57072509-99,1
57094427-02,57005952-PL,0
57047738-TS,57035138-TN,1
57053808-69,53080716-OR,0
57044035-99,57055809-78,1
57030776-99,53089069-34,0
57050294-PL,57055810-05,1
53095714-56,57056013-92,0
57014406-BL,57065149-02,1
57024031-OR,51023026-08,0
57041000-PL,57002515-50,1
47005935-99,57013806-99,0
57055147-99,57003822-34,1
57094024-99,53040623-99,0
57050336-OR,57014432-01,1
57093795-99,57075782-CG,0
57063262-02,57055811-85,1
43063738-OR,53023039-15,0
53080809-OR,53055717-99,1
57020264-56,57075781-99,0
53030587-99,53033759-99,1
67050292-PL,53041096-OR,0
53030691-OR,53113782-OR,1
53033776-OR,57014432-01,0
53065769-99,53013773-99,1
57006707-99,57010034-08,0
53071096-OR,57055910-94,1
57003818-TN,53090588-01,0
53065769-99,53033766-OR,1
57040253-99,57040780-40,0
57045910-94,53093767-99,1
57073819-25,57010282-99,0
53073754-OR,53020585-02,1
53043037-OR,53063757-50,0
53003751-99,57095920-OR,1
57004783-99,53015772-99,0
57055916-OR,57005955-OR,1
43027740-CU,53030715-OR,0
53080809-OR,53043037-OR,1
57075968-35,43090723-OR,0
53023028-99,57017689-99,1
47087877-01,57047717-99,0
53073754-OR,57055921-02,1
53005774-99,57030035-01,0
51085724-79,53075749-92,1
57033823-02,53050624-01,0
53015777-99,57005937-OR,1
57085809-52,57050161-01,0
53020585-99,57055922-99,1
57002513-99,53025026-TM,0
53091158-OR,53021098-OR,1
57075782-77,51053704-99,0
53191158-46,53015772-30,1
53073754-OR,57040749-33,0
53085759-01,53020583-92,1
47043770-30,57040322-99,0
53093739-99,53083725-01,1
57014038-OR,53095013-99,0
53025023-TG,57055924-05,1
57010006-99,53083784-02,0
57005937-OR,57085938-10,1
53103796-OR,51005040-52,0
57039203-43,53080681-99,1
57081176-PL,57017550-99,0
57006707-99,53083780-99,1
57089214-08,57052886-99,0
53003778-OR,53023736-TO,1
57063262-99,53080545-07,0
57055930-02,57095782-30,1
57085941-32,53030691-OR,0
53103798-OR,57065921-30,1
57004790-99,57054402-49,0
53020686-TC,53070809-92,1
57010037-99,43030693-OR,0
57075781-99,53080920-99,1
53005782-15,53090511-CU,0
53000586-TN,53040548-99,1
47074023-01,53040578-01,0
53000762-OR,57055933-99,1
57095920-OR,53080574-99,0
53080809-OR,53090733-99,1
57066021-99,57020037-01,0
53020686-TN,57055935-01,1
57056013-92,57094431-DI,0
53033776-OR,51065030-05,1
47025918-99,57033804-DI,0
53095770-01,57095923-CU,1
57040579-32,53041096-OR,0
53050831-OR,57005933-OR,1
57082509-99,57044430-02,0
57005509-99,53075713-99,1
57014778-01,57064404-08,0
57047881-OR,53033761-99,1
67050590-99,57071169-08,0
51063787-01,67050590-99,1
57040579-32,47065916-99,0
57017105-99,57055940-99,1
57023805-99,57051087-TM,0
57075781-99,53021098-OR,1
57032510-01,57085800-01,0
57006704-32,57035939-DO,1
53071096-OR,57002513-99,0
53005741-09,57087691-TO,1
53080681-20,57025919-OR,0
57002513-99,57086311-06,1
53080547-TN,53060518-02,0
57042524-PL,57046312-06,1
43005802-OR,57001503-02,0
57042524-PL,57033811-99,1
57063800-99,57062508-08,0
57045967-99,57055949-52,1
57067890-56,57004438-OR,0
47001196-99,57056013-92,1
57023725-09,57050336-PL,0
57025801-05,57046015-99,1
57020039-TC,57002540-OR,0
57062892-TM,57014427-30,1
53073730-99,57053809-08,0
57024778-OR,57024397-05,1
57040028-11,53063776-02,0
47064425-99,57000276-PL,1
57040161-TC,57055147-99,0
57010282-01,47073254-99,1
57027729-55,53053753-52,0
47003774-TN,47033255-99,1
57004045-PL,57084388-99,0
57056013-92,57024778-OR,1
53067018-02,57039050-99,0
57016019-92,57043811-05,1
57086313-70,53003742-TO,0
57005829-99,57010282-94,1
